order_item_id,modifier_id,modifier_price
599,14,0.0
600,9,0.0
600,14,0.0
604,7,0.0
604,15,0.0
605,4,0.5
605,9,0.0
605,13,0.0
611,3,0.75
611,11,0.0
611,13,0.0
613,2,0.5
613,7,0.0
613,12,0.0
614,5,0.5
614,10,0.0
614,15,0.0
617,11,0.0
617,14,0.0
618,10,0.0
618,14,0.0
620,7,0.0
620,15,0.0
621,5,0.5
621,9,0.0
621,13,0.0
625,8,0.0
625,13,0.0
626,7,0.0
626,15,0.0
627,1,0.5
627,8,0.0
627,12,0.0
628,10,0.0
628,13,0.0
629,10,0.0
629,14,0.0
630,8,0.0
630,15,0.0
631,9,0.0
631,14,0.0
632,7,0.0
632,14,0.0
633,2,0.5
633,9,0.0
633,13,0.0
634,5,0.5
634,8,0.0
634,12,0.0
636,1,0.5
636,9,0.0
636,13,0.0
639,11,0.0
639,15,0.0
640,4,0.5
640,9,0.0
640,12,0.0
641,8,0.0
641,13,0.0
643,9,0.0
643,15,0.0
645,3,0.75
645,9,0.0
645,13,0.0
650,11,0.0
650,13,0.0
651,10,0.0
651,13,0.0
652,9,0.0
652,12,0.0
654,9,0.0
654,15,0.0
656,1,0.5
656,8,0.0
656,15,0.0
657,6,0.75
657,11,0.0
657,12,0.0
658,11,0.0
658,15,0.0
660,7,0.0
660,15,0.0
665,11,0.0
665,14,0.0
667,7,0.0
667,13,0.0
668,7,0.0
668,14,0.0
670,11,0.0
670,15,0.0
671,10,0.0
671,14,0.0
673,8,0.0
673,13,0.0
674,11,0.0
674,12,0.0
675,7,0.0
675,14,0.0
676,5,0.5
676,9,0.0
676,14,0.0
677,6,0.75
677,7,0.0
677,13,0.0
678,3,0.75
678,9,0.0
678,14,0.0
680,10,0.0
680,13,0.0
681,11,0.0
681,12,0.0
683,1,0.5
683,9,0.0
683,12,0.0
684,10,0.0
684,13,0.0
685,6,0.75
685,11,0.0
685,13,0.0
688,10,0.0
688,15,0.0
691,9,0.0
691,15,0.0
695,9,0.0
695,13,0.0
697,1,0.5
697,11,0.0
697,14,0.0
698,9,0.0
698,15,0.0
700,10,0.0
700,14,0.0
701,6,0.75
701,8,0.0
701,15,0.0
706,8,0.0
706,14,0.0
707,7,0.0
707,13,0.0
709,8,0.0
709,13,0.0
711,8,0.0
711,15,0.0
712,9,0.0
712,12,0.0
714,8,0.0
714,15,0.0
715,10,0.0
715,15,0.0
717,6,0.75
717,11,0.0
717,13,0.0
718,7,0.0
718,13,0.0
723,8,0.0
723,15,0.0
724,11,0.0
724,13,0.0
725,8,0.0
725,13,0.0
729,9,0.0
729,12,0.0
730,8,0.0
730,13,0.0
732,11,0.0
732,14,0.0
735,4,0.5
735,8,0.0
735,12,0.0
738,3,0.75
738,11,0.0
738,14,0.0
741,11,0.0
741,15,0.0
742,10,0.0
742,12,0.0
749,8,0.0
749,13,0.0
750,8,0.0
750,12,0.0
751,8,0.0
751,14,0.0
752,8,0.0
752,13,0.0
755,9,0.0
755,14,0.0
756,4,0.5
756,10,0.0
756,14,0.0
757,11,0.0
757,14,0.0
758,10,0.0
758,15,0.0
764,7,0.0
764,15,0.0
767,9,0.0
767,14,0.0
768,2,0.5
768,7,0.0
768,12,0.0
769,9,0.0
769,14,0.0
770,10,0.0
770,12,0.0
771,9,0.0
771,15,0.0
773,8,0.0
773,14,0.0
777,10,0.0
777,15,0.0
778,10,0.0
778,13,0.0
779,11,0.0
779,15,0.0
783,7,0.0
783,12,0.0
784,9,0.0
784,12,0.0
786,10,0.0
786,13,0.0
787,9,0.0
787,12,0.0
788,11,0.0
788,12,0.0
789,6,0.75
789,8,0.0
789,14,0.0
790,8,0.0
790,13,0.0
791,11,0.0
791,14,0.0
793,8,0.0
793,15,0.0
794,11,0.0
794,12,0.0
795,7,0.0
795,13,0.0
798,11,0.0
798,15,0.0
799,3,0.75
799,7,0.0
799,14,0.0
809,7,0.0
809,12,0.0
810,1,0.5
810,7,0.0
810,15,0.0
811,7,0.0
811,13,0.0
812,8,0.0
812,15,0.0
813,9,0.0
813,13,0.0
817,9,0.0
817,13,0.0
819,11,0.0
819,13,0.0
823,11,0.0
823,14,0.0
824,2,0.5
824,8,0.0
824,15,0.0
827,9,0.0
827,13,0.0
828,5,0.5
828,10,0.0
828,14,0.0
830,5,0.5
830,11,0.0
830,13,0.0
831,7,0.0
831,15,0.0
833,7,0.0
833,12,0.0
835,4,0.5
835,7,0.0
835,12,0.0
837,1,0.5
837,7,0.0
837,13,0.0
840,8,0.0
840,13,0.0
842,11,0.0
842,13,0.0
846,5,0.5
846,11,0.0
846,12,0.0
847,11,0.0
847,12,0.0
854,5,0.5
854,11,0.0
854,13,0.0
857,10,0.0
857,14,0.0
858,10,0.0
858,14,0.0
859,7,0.0
859,15,0.0
860,7,0.0
860,13,0.0
862,1,0.5
862,10,0.0
862,12,0.0
864,7,0.0
864,14,0.0
868,10,0.0
868,14,0.0
870,10,0.0
870,12,0.0
871,10,0.0
871,15,0.0
873,10,0.0
873,12,0.0
874,9,0.0
874,12,0.0
876,11,0.0
876,12,0.0
877,8,0.0
877,14,0.0
879,5,0.5
879,8,0.0
879,12,0.0
886,11,0.0
886,15,0.0
887,6,0.75
887,9,0.0
887,14,0.0
888,9,0.0
888,15,0.0
890,6,0.75
890,11,0.0
890,13,0.0
891,11,0.0
891,14,0.0
893,6,0.75
893,10,0.0
893,13,0.0
895,4,0.5
895,7,0.0
895,13,0.0
896,7,0.0
896,13,0.0
897,8,0.0
897,12,0.0
898,9,0.0
898,13,0.0
899,10,0.0
899,15,0.0
902,9,0.0
902,14,0.0
903,11,0.0
903,13,0.0
906,7,0.0
906,14,0.0
911,5,0.5
911,11,0.0
911,13,0.0
912,11,0.0
912,13,0.0
913,10,0.0
913,14,0.0
914,11,0.0
914,15,0.0
916,8,0.0
916,13,0.0
917,10,0.0
917,13,0.0
918,3,0.75
918,11,0.0
918,14,0.0
919,2,0.5
919,7,0.0
919,14,0.0
921,7,0.0
921,12,0.0
923,10,0.0
923,14,0.0
924,9,0.0
924,12,0.0
925,8,0.0
925,12,0.0
926,8,0.0
926,14,0.0
927,9,0.0
927,15,0.0
928,5,0.5
928,7,0.0
928,12,0.0
930,6,0.75
930,11,0.0
930,14,0.0
931,7,0.0
931,14,0.0
932,9,0.0
932,12,0.0
934,10,0.0
934,13,0.0
935,8,0.0
935,12,0.0
937,5,0.5
937,7,0.0
937,12,0.0
938,7,0.0
938,13,0.0
941,7,0.0
941,13,0.0
943,5,0.5
943,8,0.0
943,13,0.0
944,11,0.0
944,14,0.0
945,10,0.0
945,14,0.0
946,7,0.0
946,12,0.0
952,6,0.75
952,9,0.0
952,13,0.0
955,9,0.0
955,14,0.0
959,9,0.0
959,13,0.0
960,8,0.0
960,12,0.0
961,1,0.5
961,9,0.0
961,14,0.0
962,7,0.0
962,14,0.0
963,2,0.5
963,10,0.0
963,14,0.0
965,9,0.0
965,13,0.0
967,8,0.0
967,15,0.0
968,8,0.0
968,15,0.0
970,4,0.5
970,7,0.0
970,12,0.0
971,7,0.0
971,14,0.0
972,8,0.0
972,14,0.0
973,10,0.0
973,14,0.0
974,10,0.0
974,15,0.0
975,9,0.0
975,14,0.0
976,6,0.75
976,7,0.0
976,12,0.0
979,1,0.5
979,7,0.0
979,14,0.0
983,3,0.75
983,8,0.0
983,13,0.0
984,1,0.5
984,10,0.0
984,13,0.0
985,3,0.75
985,7,0.0
985,15,0.0
987,8,0.0
987,13,0.0
990,10,0.0
990,12,0.0
991,3,0.75
991,7,0.0
991,14,0.0
992,8,0.0
992,13,0.0
993,11,0.0
993,12,0.0
997,8,0.0
997,12,0.0
998,11,0.0
998,14,0.0
999,10,0.0
999,13,0.0
1000,9,0.0
1000,12,0.0
1002,3,0.75
1002,7,0.0
1002,15,0.0
1003,9,0.0
1003,14,0.0
1004,10,0.0
1004,12,0.0
1006,2,0.5
1006,10,0.0
1006,15,0.0
1011,8,0.0
1011,13,0.0
1013,3,0.75
1013,7,0.0
1013,15,0.0
1015,10,0.0
1015,14,0.0
1018,7,0.0
1018,12,0.0
1019,11,0.0
1019,13,0.0
1021,8,0.0
1021,14,0.0
1024,9,0.0
1024,13,0.0
1025,3,0.75
1025,11,0.0
1025,12,0.0
1026,2,0.5
1026,8,0.0
1026,15,0.0
1032,8,0.0
1032,12,0.0
1034,11,0.0
1034,13,0.0
1036,10,0.0
1036,15,0.0
1039,4,0.5
1039,11,0.0
1039,12,0.0
1044,5,0.5
1044,10,0.0
1044,14,0.0
1046,7,0.0
1046,12,0.0
1047,4,0.5
1047,7,0.0
1047,15,0.0
1048,10,0.0
1048,13,0.0
1051,3,0.75
1051,9,0.0
1051,14,0.0
1052,8,0.0
1052,14,0.0
1053,11,0.0
1053,15,0.0
1060,7,0.0
1060,14,0.0
1061,8,0.0
1061,13,0.0
1062,9,0.0
1062,13,0.0
1063,8,0.0
1063,14,0.0
1065,8,0.0
1065,13,0.0
1066,11,0.0
1066,14,0.0
1067,11,0.0
1067,12,0.0
1069,7,0.0
1069,14,0.0
1070,11,0.0
1070,14,0.0
1071,6,0.75
1071,9,0.0
1071,12,0.0
1072,9,0.0
1072,12,0.0
1073,7,0.0
1073,14,0.0
1074,10,0.0
1074,14,0.0
1076,2,0.5
1076,8,0.0
1076,14,0.0
1077,7,0.0
1077,14,0.0
1079,3,0.75
1079,10,0.0
1079,15,0.0
1080,10,0.0
1080,12,0.0
1083,9,0.0
1083,12,0.0
1084,9,0.0
1084,14,0.0
1085,7,0.0
1085,12,0.0
1088,11,0.0
1088,12,0.0
1089,8,0.0
1089,12,0.0
1090,11,0.0
1090,14,0.0
1091,11,0.0
1091,13,0.0
1092,9,0.0
1092,15,0.0
1094,8,0.0
1094,15,0.0
1096,7,0.0
1096,13,0.0
1098,7,0.0
1098,15,0.0
1099,8,0.0
1099,15,0.0
1100,10,0.0
1100,15,0.0
1104,4,0.5
1104,10,0.0
1104,15,0.0
1107,8,0.0
1107,15,0.0
1108,1,0.5
1108,11,0.0
1108,12,0.0
1109,7,0.0
1109,13,0.0
1112,2,0.5
1112,11,0.0
1112,15,0.0
1113,8,0.0
1113,13,0.0
1114,7,0.0
1114,15,0.0
1116,9,0.0
1116,13,0.0
1118,10,0.0
1118,12,0.0
1119,8,0.0
1119,14,0.0
1120,9,0.0
1120,13,0.0
1122,10,0.0
1122,12,0.0
1123,5,0.5
1123,9,0.0
1123,15,0.0
1124,3,0.75
1124,11,0.0
1124,13,0.0
1125,7,0.0
1125,14,0.0
1126,9,0.0
1126,12,0.0
1130,4,0.5
1130,10,0.0
1130,14,0.0
1131,10,0.0
1131,14,0.0
1133,2,0.5
1133,9,0.0
1133,13,0.0
1135,11,0.0
1135,15,0.0
1145,7,0.0
1145,14,0.0
1146,7,0.0
1146,13,0.0
1148,11,0.0
1148,13,0.0
1149,5,0.5
1149,10,0.0
1149,15,0.0
1150,9,0.0
1150,13,0.0
1151,5,0.5
1151,8,0.0
1151,15,0.0
1152,8,0.0
1152,13,0.0
1156,7,0.0
1156,12,0.0
1158,9,0.0
1158,15,0.0
1159,10,0.0
1159,15,0.0
1160,11,0.0
1160,14,0.0
1163,1,0.5
1163,10,0.0
1163,14,0.0
1173,2,0.5
1173,10,0.0
1173,15,0.0
1174,10,0.0
1174,14,0.0
1175,7,0.0
1175,14,0.0
1176,1,0.5
1176,9,0.0
1176,14,0.0
1179,9,0.0
1179,15,0.0
1181,11,0.0
1181,12,0.0
1183,2,0.5
1183,10,0.0
1183,13,0.0
1187,10,0.0
1187,14,0.0
1188,3,0.75
1188,9,0.0
1188,12,0.0
1189,8,0.0
1189,12,0.0
1190,1,0.5
1190,7,0.0
1190,13,0.0
1191,10,0.0
1191,15,0.0
1192,11,0.0
1192,14,0.0
1196,7,0.0
1196,14,0.0
1198,7,0.0
1198,15,0.0
1199,8,0.0
1199,14,0.0
1200,7,0.0
1200,15,0.0
1201,11,0.0
1201,15,0.0
1205,11,0.0
1205,13,0.0
1206,10,0.0
1206,14,0.0
1208,10,0.0
1208,15,0.0
1209,5,0.5
1209,10,0.0
1209,14,0.0
1217,11,0.0
1217,13,0.0
1220,8,0.0
1220,12,0.0
1221,11,0.0
1221,14,0.0
1224,11,0.0
1224,14,0.0
1226,11,0.0
1226,12,0.0
1227,8,0.0
1227,12,0.0
1228,3,0.75
1228,11,0.0
1228,12,0.0
1230,5,0.5
1230,9,0.0
1230,13,0.0
1231,5,0.5
1231,7,0.0
1231,13,0.0
1234,9,0.0
1234,14,0.0
1235,11,0.0
1235,15,0.0
1236,7,0.0
1236,12,0.0
1239,2,0.5
1239,7,0.0
1239,12,0.0
1244,8,0.0
1244,14,0.0
1245,11,0.0
1245,15,0.0
1246,11,0.0
1246,12,0.0
1247,11,0.0
1247,15,0.0
1248,8,0.0
1248,14,0.0
1250,11,0.0
1250,13,0.0
1252,9,0.0
1252,12,0.0
1253,11,0.0
1253,13,0.0
1254,10,0.0
1254,15,0.0
1257,8,0.0
1257,15,0.0
1258,10,0.0
1258,12,0.0
1260,10,0.0
1260,13,0.0
1264,4,0.5
1264,9,0.0
1264,12,0.0
1266,8,0.0
1266,13,0.0
1269,8,0.0
1269,13,0.0
1273,6,0.75
1273,9,0.0
1273,12,0.0
1275,5,0.5
1275,10,0.0
1275,14,0.0
1279,7,0.0
1279,12,0.0
1281,1,0.5
1281,9,0.0
1281,12,0.0
1283,1,0.5
1283,7,0.0
1283,13,0.0
1287,7,0.0
1287,12,0.0
1288,7,0.0
1288,13,0.0
1291,10,0.0
1291,15,0.0
1294,2,0.5
1294,9,0.0
1294,15,0.0
1295,10,0.0
1295,12,0.0
1297,4,0.5
1297,7,0.0
1297,13,0.0
1299,8,0.0
1299,13,0.0
1300,8,0.0
1300,14,0.0
1301,2,0.5
1301,10,0.0
1301,12,0.0
1302,11,0.0
1302,15,0.0
1303,2,0.5
1303,7,0.0
1303,13,0.0
1306,7,0.0
1306,13,0.0
1308,10,0.0
1308,15,0.0
1315,8,0.0
1315,14,0.0
1316,7,0.0
1316,12,0.0
1319,7,0.0
1319,13,0.0
1320,7,0.0
1320,14,0.0
1321,10,0.0
1321,14,0.0
1322,6,0.75
1322,11,0.0
1322,13,0.0
1323,10,0.0
1323,13,0.0
1325,2,0.5
1325,11,0.0
1325,14,0.0
1332,3,0.75
1332,11,0.0
1332,13,0.0
1333,9,0.0
1333,12,0.0
1334,1,0.5
1334,8,0.0
1334,12,0.0
1336,11,0.0
1336,13,0.0
1339,11,0.0
1339,12,0.0
1342,6,0.75
1342,9,0.0
1342,15,0.0
1343,5,0.5
1343,10,0.0
1343,15,0.0
1344,9,0.0
1344,13,0.0
1345,7,0.0
1345,12,0.0
1346,9,0.0
1346,15,0.0
1347,3,0.75
1347,11,0.0
1347,12,0.0
1349,7,0.0
1349,15,0.0
1350,9,0.0
1350,12,0.0
1351,8,0.0
1351,12,0.0
1353,9,0.0
1353,14,0.0
1356,8,0.0
1356,14,0.0
1357,10,0.0
1357,14,0.0
1358,8,0.0
1358,14,0.0
1361,2,0.5
1361,7,0.0
1361,12,0.0
1363,10,0.0
1363,12,0.0
1365,3,0.75
1365,7,0.0
1365,12,0.0
1367,4,0.5
1367,7,0.0
1367,12,0.0
1369,7,0.0
1369,12,0.0
1371,5,0.5
1371,9,0.0
1371,12,0.0
1375,9,0.0
1375,13,0.0
1376,11,0.0
1376,13,0.0
1377,9,0.0
1377,12,0.0
1378,11,0.0
1378,13,0.0
1380,8,0.0
1380,12,0.0
1381,2,0.5
1381,7,0.0
1381,13,0.0
1382,6,0.75
1382,9,0.0
1382,15,0.0
1383,9,0.0
1383,12,0.0
1388,8,0.0
1388,14,0.0
1389,1,0.5
1389,9,0.0
1389,13,0.0
1390,11,0.0
1390,14,0.0
1391,1,0.5
1391,9,0.0
1391,15,0.0
1392,11,0.0
1392,13,0.0
1393,8,0.0
1393,14,0.0
1394,11,0.0
1394,14,0.0
1395,11,0.0
1395,15,0.0
1397,11,0.0
1397,14,0.0
1398,8,0.0
1398,12,0.0
1403,5,0.5
1403,11,0.0
1403,14,0.0
1404,11,0.0
1404,14,0.0
1405,1,0.5
1405,11,0.0
1405,13,0.0
1411,8,0.0
1411,13,0.0
1413,11,0.0
1413,15,0.0
1414,10,0.0
1414,15,0.0
1415,8,0.0
1415,14,0.0
1420,8,0.0
1420,13,0.0
1421,7,0.0
1421,13,0.0
1422,9,0.0
1422,13,0.0
1423,9,0.0
1423,15,0.0
1424,8,0.0
1424,14,0.0
1425,11,0.0
1425,13,0.0
1426,4,0.5
1426,9,0.0
1426,14,0.0
1430,8,0.0
1430,13,0.0
1431,10,0.0
1431,15,0.0
1432,10,0.0
1432,13,0.0
1433,8,0.0
1433,12,0.0
1436,7,0.0
1436,14,0.0
1437,8,0.0
1437,12,0.0
1441,8,0.0
1441,12,0.0
1442,10,0.0
1442,15,0.0
1447,7,0.0
1447,12,0.0
1448,9,0.0
1448,15,0.0
1451,8,0.0
1451,12,0.0
1452,7,0.0
1452,12,0.0
1456,10,0.0
1456,12,0.0
1458,5,0.5
1458,10,0.0
