order_item_id,order_id,menu_item_id,quantity,item_price
174,101,19,1,7.0
175,102,1,1,5.5
176,102,6,2,5.75
177,102,4,1,6.25
178,103,8,1,5.25
179,103,10,1,5.5
180,103,5,1,5.5
181,104,10,1,5.5
182,105,7,1,5.5
183,106,14,1,5.75
184,107,13,1,6.0
185,107,2,1,6.0
186,108,2,1,6.0
187,108,4,1,7.0
188,109,9,1,5.25
189,110,20,1,7.5
190,110,6,1,5.75
191,111,9,1,5.25
192,111,7,1,5.5
193,111,8,2,5.75
194,112,13,1,6.5
195,112,15,1,6.75
196,112,10,1,5.5
197,113,8,2,5.25
198,114,19,1,7.0
199,115,18,1,7.25
200,116,14,1,5.75
201,116,15,1,6.75
202,116,8,1,5.25
203,117,6,1,5.75
204,118,20,1,7.5
205,118,4,1,6.25
206,119,7,2,6.25
207,119,8,1,5.25
208,119,1,1,5.5
209,120,12,1,4.75
210,120,7,1,5.5
211,121,1,1,5.5
212,121,10,1,5.5
213,121,9,1,5.25
214,122,14,2,5.75
215,122,7,1,5.5
216,122,16,2,6.0
217,123,18,1,6.5
218,123,17,1,6.5
219,123,16,1,6.0
220,124,10,1,5.5
221,124,12,1,4.75
222,125,14,1,5.75
223,125,15,1,6.25
224,126,6,1,6.25
225,127,4,1,6.25
226,127,7,1,5.5
227,127,20,1,8.0
228,128,1,1,5.5
229,129,16,1,6.75
230,130,15,1,6.25
231,131,4,1,6.25
232,132,18,1,7.25
233,132,3,1,5.75
234,132,1,1,5.5
235,133,5,1,5.5
236,133,11,1,5.0
237,134,4,1,6.25
238,135,19,1,7.0
239,135,5,1,5.5
240,136,7,1,6.0
241,136,5,1,5.5
242,137,18,2,6.5
243,138,13,2,6.0
244,139,14,1,5.75
245,140,11,1,5.0
246,140,7,1,5.5
247,141,11,1,5.0
248,142,16,1,6.0
249,142,1,1,5.5
250,143,2,1,6.5
251,144,10,1,5.5
252,145,16,1,6.0
253,146,10,1,5.5
254,146,4,2,6.25
255,146,16,1,6.0
256,147,12,1,4.75
257,148,11,1,5.0
258,149,13,2,6.0
259,150,1,1,5.5
260,150,9,1,5.25
261,151,6,1,5.75
262,152,8,2,5.25
263,152,17,1,6.5
264,153,19,1,7.0
265,153,4,1,6.75
266,154,20,1,7.5
267,155,1,1,5.5
268,156,12,1,4.75
269,157,10,1,5.5
270,158,12,1,5.25
271,159,2,1,6.0
272,159,15,1,6.25
273,159,5,2,5.5
274,160,14,1,5.75
275,160,18,1,6.5
276,160,12,1,4.75
277,161,7,1,5.5
278,161,14,1,6.25
279,161,8,1,5.25
280,162,9,1,5.25
281,162,11,1,5.75
282,162,4,1,6.25
283,162,16,1,6.0
284,163,3,1,6.25
285,163,17,1,6.5
286,163,6,1,5.75
287,164,19,1,7.0
288,165,17,1,7.25
289,165,8,1,5.25
290,166,8,1,5.25
291,166,11,1,5.0
292,166,19,1,7.75
293,166,20,1,7.5
294,167,4,1,6.25
295,168,15,1,6.25
296,168,12,1,4.75
297,169,10,2,5.5
298,170,6,1,5.75
299,171,15,1,6.25
300,172,5,1,5.5
301,172,15,1,6.25
302,172,18,1,6.5
303,173,5,1,5.5
304,173,13,1,6.0
305,174,8,1,5.25
306,175,14,1,5.75
307,176,15,1,6.25
308,177,11,1,5.0
309,177,18,1,6.5
310,178,1,1,5.5
311,179,15,1,6.25
312,180,15,1,6.75
313,180,13,1,6.0
314,181,19,1,7.75
315,181,3,2,5.75
316,182,1,1,5.5
317,182,6,1,5.75
318,183,12,1,5.5
319,184,19,2,7.0
320,185,14,1,5.75
321,186,3,1,6.25
322,187,2,1,6.75
323,188,6,1,5.75
324,189,18,1,6.5
325,189,10,1,5.5
326,190,14,1,5.75
327,191,12,1,4.75
328,191,16,1,6.5
329,192,10,1,5.5
330,192,14,1,5.75
331,193,7,1,5.5
332,194,11,1,5.0
333,194,12,1,4.75
334,194,4,1,6.25
335,195,15,2,6.75
336,196,1,1,5.5
337,197,2,1,6.0
338,197,1,2,5.5
339,197,16,1,6.0
340,198,3,1,6.25
341,198,20,2,7.5
342,199,8,1,5.25
343,199,9,1,5.25
344,199,5,1,6.25
345,200,3,1,5.75
346,201,17,1,6.5
347,201,4,2,6.25
348,201,14,1,5.75
349,202,16,1,6.0
350,202,19,1,7.0
351,202,6,1,5.75
352,203,3,1,5.75
353,204,7,1,5.5
354,205,20,1,7.5
355,206,10,1,5.5
356,207,7,2,5.5
357,207,5,1,5.5
358,207,10,1,5.5
359,208,14,1,5.75
360,208,17,1,6.5
361,208,16,2,6.0
362,209,15,1,6.25
363,210,20,1,7.5
364,210,8,2,5.25
365,211,10,1,6.0
366,211,4,1,6.25
367,212,9,1,5.25
368,213,7,1,5.5
369,214,2,1,6.0
370,214,11,2,5.0
371,215,16,1,6.0
372,215,12,1,4.75
373,216,8,1,5.25
374,217,10,1,5.5
375,217,9,1,5.25
376,217,13,1,6.0
377,217,8,2,5.25
378,218,5,1,5.5
379,219,2,1,6.0
380,219,17,1,6.5
381,220,14,1,6.25
382,220,7,1,5.5
383,221,12,1,4.75
384,222,6,1,5.75
385,222,20,1,7.5
386,222,5,1,5.5
387,223,16,1,6.0
388,224,14,1,5.75
389,225,15,1,6.25
390,226,1,1,5.5
391,227,12,1,4.75
392,228,3,1,5.75
393,228,19,1,7.0
394,229,16,1,6.0
395,230,6,1,6.25
396,230,1,1,5.5
397,231,5,1,5.5
398,232,16,1,6.0
399,233,16,1,6.0
400,233,19,1,7.75
401,234,2,1,6.0
402,234,17,1,6.5
403,235,11,1,5.0
404,236,15,1,6.25
405,237,7,1,5.5
406,238,17,1,6.5
407,238,12,1,4.75
408,238,15,1,6.25
409,239,3,1,6.25
410,240,9,1,5.25
411,241,10,1,5.5
412,241,8,1,5.75
413,242,11,1,5.0
414,243,5,1,5.5
415,243,10,2,5.5
416,244,4,1,6.25
417,244,16,2,6.0
418,245,17,1,6.5
419,246,4,1,6.25
420,247,11,1,5.0
421,247,14,1,5.75
422,248,14,1,5.75
423,249,10,1,5.5
424,250,17,1,6.5
425,251,6,2,6.5
426,252,6,1,5.75
427,253,14,1,5.75
428,253,3,1,5.75
429,254,6,1,5.75
430,255,2,1,6.0
431,255,1,1,5.5
432,255,20,1,7.5
433,256,14,2,5.75
434,256,11,1,5.0
435,256,9,2,5.25
436,257,12,1,4.75
437,258,14,1,5.75
438,258,1,1,5.5
439,259,4,1,6.25
440,260,14,1,5.75
441,261,3,1,6.25
442,262,1,1,5.5
443,262,11,1,5.0
444,262,17,1,6.5
445,262,8,1,5.25
446,263,5,1,5.5
447,264,5,1,5.5
448,265,14,1,5.75
449,265,13,1,6.0
450,266,16,1,6.0
451,266,11,1,5.0
452,266,6,1,5.75
453,267,17,1,6.5
454,268,6,1,5.75
455,269,11,1,5.0
456,270,4,1,6.75
457,271,20,2,7.5
458,271,8,1,5.75
459,272,2,1,6.0
460,272,11,1,5.0
461,273,14,1,5.75
462,274,3,1,5.75
463,274,18,1,6.5
464,275,8,1,5.25
465,276,1,1,5.5
466,277,9,1,5.25
467,278,3,1,5.75
468,278,6,2,5.75
469,278,15,1,6.25
470,279,14,1,5.75
471,279,1,1,5.5
472,280,18,1,6.5
473,281,15,1,6.25
474,282,5,1,6.25
475,282,15,1,6.75
476,282,8,1,5.25
477,282,16,1,6.0
478,283,14,2,5.75
479,284,10,1,5.5
480,285,1,1,5.5
481,286,9,1,5.25
482,286,18,1,6.5
483,287,9,1,5.25
484,287,13,1,6.75
485,288,15,1,6.25
486,289,4,1,6.25
487,289,2,1,6.0
488,289,16,2,6.0
489,289,3,1,6.5
490,290,14,1,5.75
491,291,13,1,6.0
492,292,18,1,6.5
493,293,5,1,5.5
494,293,13,1,6.0
495,294,13,2,6.0
496,295,8,1,5.75
497,296,14,1,5.75
498,297,20,1,7.5
499,298,11,1,5.0
500,299,3,1,6.25
501,300,7,1,5.5
502,301,7,1,5.5
503,302,13,1,6.0
504,303,11,2,5.75
505,303,1,1,5.5
506,304,18,1,6.5
507,305,12,1,5.5
508,305,4,1,6.75
509,306,18,1,6.5
510,307,11,2,5.0
511,308,12,1,4.75
512,308,3,1,6.25
513,308,10,1,5.5
514,309,19,1,7.5
515,309,9,1,6.0
516,309,17,1,6.5
517,310,4,2,6.25
518,311,13,1,6.75
519,311,8,1,5.25
520,311,4,1,6.25
521,312,13,1,6.0
522,312,12,1,4.75
523,312,3,1,5.75
524,313,9,1,5.25
525,314,18,1,6.5
526,314,12,1,4.75
527,315,3,1,5.75
528,316,13,1,6.5
529,316,11,1,5.0
530,316,6,1,5.75
531,317,16,1,6.0
532,317,11,1,5.0
533,317,20,1,7.5
534,318,6,1,6.25
535,319,8,1,5.25
536,319,1,1,5.5
537,319,4,1,6.25
538,320,16,1,6.5
539,321,19,1,7.0
540,321,7,1,5.5
541,322,5,1,5.5
542,323,11,1,5.0
543,324,10,1,5.5
544,325,1,1,5.5
545,325,11,1,5.0
546,326,15,2,6.25
547,326,1,1,5.5
548,327,5,1,5.5
549,328,9,1,5.25
550,328,19,2,7.0
551,329,20,1,8.0
552,330,13,1,6.0
553,330,3,1,5.75
554,331,7,1,5.5
555,331,2,1,6.0
556,331,4,1,6.25
557,331,14,1,5.75
558,332,20,1,7.5
559,332,15,1,6.25
560,332,6,1,5.75
561,333,19,1,7.0
562,333,20,1,7.5
563,334,19,1,7.5
564,334,5,1,5.5
565,334,17,1,6.5
566,334,8,1,5.25
567,335,16,1,6.0
568,336,15,1,6.25
569,337,15,1,6.25
570,338,17,2,6.5
571,338,4,1,6.25
572,339,8,1,5.25
573,340,8,2,5.25
574,341,10,1,5.5
575,342,17,1,6.5
576,342,7,1,5.5
577,343,12,1,4.75
578,344,8,1,5.25
579,344,5,1,6.0
580,344,15,1,6.75
581,345,10,1,5.5
582,346,13,2,6.5
583,346,3,1,5.75
584,347,9,1,5.25
585,347,10,1,5.5
586,347,8,1,5.75
587,348,2,1,6.0
588,348,13,1,6.0
589,348,12,1,4.75
590,349,1,1,6.0
591,350,5,1,5.5
592,351,7,1,5.5
593,351,13,1,6.0
594,352,2,1,6.0
595,352,20,1,7.5
596,353,7,1,5.5
597,354,10,1,5.5
598,355,2,1,6.75
599,356,20,2,7.5
600,357,18,2,6.5
601,357,13,1,6.0
602,357,15,1,6.25
603,358,6,1,5.75
604,359,19,1,7.0
605,359,12,1,5.25
606,360,19,1,7.0
607,361,2,1,6.0
608,362,6,1,5.75
609,362,7,1,5.5
610,363,5,2,5.5
611,364,10,1,6.25
612,365,2,1,6.0
613,365,20,1,8.0
614,366,20,1,8.0
615,367,11,1,5.0
616,368,7,1,5.5
617,368,1,1,5.5
618,369,3,1,5.75
619,370,8,1,5.25
620,371,20,1,7.5
621,372,4,2,6.75
622,373,19,1,7.0
623,373,8,1,5.25
624,374,16,2,6.0
625,375,20,1,7.5
626,376,6,1,5.75
627,377,8,1,5.75
628,378,9,1,5.25
629,379,1,1,5.5
630,379,12,1,4.75
631,379,8,1,5.25
632,380,14,1,5.75
633,381,8,1,5.75
634,382,8,1,5.75
635,383,1,1,5.5
636,383,15,1,6.75
637,384,3,1,5.75
638,385,6,1,5.75
639,385,19,1,7.0
640,385,17,1,7.0
641,386,6,1,5.75
642,386,10,1,5.5
643,387,19,1,7.0
644,387,7,1,5.5
645,388,17,1,7.25
646,389,11,1,5.0
647,389,7,1,5.5
648,390,11,1,5.0
649,390,8,1,5.25
650,390,15,1,6.25
651,390,17,2,6.5
652,391,4,1,6.25
653,391,9,1,5.25
654,392,18,1,6.5
655,393,7,1,5.5
656,394,20,1,8.0
657,394,16,1,6.75
658,394,7,1,5.5
659,395,14,1,5.75
660,396,7,1,5.5
661,397,4,1,6.25
662,397,7,1,5.5
663,397,16,1,6.0
664,398,2,1,6.0
665,399,5,1,5.5
666,399,17,1,6.5
667,399,12,1,4.75
668,400,12,1,4.75
669,401,13,1,6.0
670,401,1,2,5.5
671,402,6,1,5.75
672,402,20,1,7.5
673,402,14,2,5.75
674,403,8,1,5.25
675,403,11,1,5.0
676,404,18,1,7.0
677,405,11,1,5.75
678,405,15,1,7.0
679,406,10,1,5.5
680,407,12,1,4.75
681,407,5,2,5.5
682,407,10,1,5.5
683,408,3,1,6.25
684,409,9,1,5.25
685,409,13,2,6.75
686,409,16,1,6.0
687,410,8,1,5.25
688,410,9,1,5.25
689,411,9,1,5.25
690,411,8,1,5.25
691,412,13,1,6.0
692,413,20,1,7.5
693,413,18,1,6.5
694,414,17,1,6.5
695,414,11,1,5.0
696,415,1,1,5.5
697,415,9,1,5.75
698,416,12,1,4.75
699,416,19,1,7.0
700,416,9,1,5.25
701,417,1,2,6.25
702,417,6,1,5.75
703,417,5,1,5.5
704,418,18,2,6.5
705,418,12,1,4.75
706,419,19,1,7.0
707,419,14,1,5.75
708,419,7,1,5.5
709,420,7,1,5.5
710,421,14,1,5.75
711,421,5,1,5.5
712,422,19,1,7.0
713,422,13,1,6.0
714,422,8,1,5.25
715,423,18,1,6.5
716,423,10,1,5.5
717,423,12,1,5.5
718,423,14,1,5.75
719,424,8,1,5.25
720,425,19,2,7.0
721,425,6,1,5.75
722,426,2,1,6.0
723,427,14,1,5.75
724,428,3,1,5.75
725,429,11,1,5.0
726,429,10,2,5.5
727,430,20,1,7.5
728,431,19,1,7.0
729,431,12,1,4.75
730,432,10,2,5.5
731,433,14,1,5.75
732,433,13,1,6.0
733,434,12,1,4.75
734,434,3,1,5.75
735,435,9,1,5.75
736,436,5,2,5.5
737,436,8,1,5.25
738,436,2,2,6.75
739,437,3,1,5.75
740,437,12,1,4.75
741,437,20,1,7.5
742,438,20,1,7.5
743,439,12,1,4.75
744,439,7,1,5.5
745,440,4,1,6.25
746,440,13,1,6.0
747,441,8,1,5.25
748,441,14,1,5.75
749,441,9,1,5.25
750,441,4,1,6.25
751,442,6,1,5.75
752,443,14,2,5.75
753,444,15,2,6.25
754,444,1,2,5.5
755,445,11,1,5.0
756,445,20,1,8.0
757,446,13,1,6.0
758,446,14,1,5.75
759,447,6,1,5.75
760,447,15,1,6.25
761,448,13,1,6.0
762,448,9,1,5.25
763,448,7,1,5.5
764,449,5,1,5.5
765,450,12,1,4.75
766,450,5,1,5.5
767,450,18,1,6.5
768,450,11,1,5.5
769,451,13,1,6.0
770,452,11,1,5.0
771,453,10,1,5.5
772,453,2,1,6.0
773,454,12,1,4.75
774,455,17,1,6.5
775,455,11,1,5.0
776,455,4,1,6.25
777,456,20,1,7.5
778,457,1,1,5.5
779,457,7,1,5.5
780,458,16,1,6.0
781,458,18,1,6.5
782,459,9,1,5.25
783,459,1,1,5.5
784,459,15,2,6.25
785,459,11,1,5.0
786,460,4,1,6.25
787,460,13,1,6.0
788,461,3,1,5.75
789,461,11,1,5.75
790,461,2,1,6.0
791,461,18,1,6.5
792,462,17,1,6.5
793,463,9,1,5.25
794,463,5,1,5.5
795,464,17,1,6.5
796,465,18,1,6.5
797,465,1,1,5.5
798,466,8,1,5.25
799,467,7,1,6.25
800,468,10,1,5.5
801,469,8,1,5.25
802,470,11,1,5.0
803,471,1,1,5.5
804,471,9,1,5.25
805,472,2,1,6.0
806,472,5,1,5.5
807,473,5,1,5.5
808,474,4,1,6.25
809,475,8,1,5.25
810,476,7,1,6.0
811,477,4,1,6.25
812,478,3,1,5.75
813,478,14,1,5.75
814,478,8,1,5.25
815,479,14,1,5.75
816,479,8,1,5.25
817,479,12,2,4.75
818,480,14,2,5.75
819,480,10,1,5.5
820,481,16,1,6.0
821,481,2,1,6.0
822,481,12,1,4.75
823,482,14,1,5.75
824,483,4,1,6.75
825,483,12,1,4.75
826,484,16,1,6.0
827,485,5,1,5.5
828,486,13,1,6.5
829,486,5,1,5.5
830,486,20,1,8.0
831,487,17,1,6.5
832,488,11,1,5.0
833,489,16,1,6.0
834,489,1,2,5.5
835,489,14,1,6.25
836,490,5,1,5.5
837,490,1,1,6.0
838,491,19,1,7.0
839,492,4,2,6.25
840,492,20,1,7.5
841,493,20,1,7.5
842,494,17,1,6.5
843,495,9,1,5.25
844,495,10,1,5.5
845,496,3,1,5.75
846,497,1,1,6.0
847,498,10,1,5.5
848,499,10,2,5.5
849,499,15,1,6.25
850,499,4,1,6.25
851,499,14,1,5.75
852,500,9,1,5.25
853,501,16,1,6.0
854,502,16,2,6.5
855,503,7,1,5.5
856,503,8,1,5.25
857,504,9,1,5.25
858,505,20,1,7.5
859,506,17,1,6.5
860,507,17,1,6.5
861,507,6,1,5.75
862,508,4,1,6.75
863,509,6,1,5.75
864,510,18,1,6.5
865,511,6,2,5.75
866,511,19,1,7.0
867,512,12,1,4.75
868,512,14,2,5.75
869,512,13,1,6.0
870,513,3,1,5.75
871,513,4,1,6.25
872,513,17,1,6.5
873,513,11,1,5.0
874,514,8,1,5.25
875,514,20,2,7.5
876,515,10,1,5.5
877,515,16,1,6.0
878,516,17,1,6.5
879,516,6,1,6.25
880,516,10,1,5.5
881,517,4,1,6.25
882,518,16,1,6.0
883,519,3,2,5.75
884,520,14,1,5.75
885,520,13,2,6.0
886,521,18,1,6.5
887,521,16,1,6.75
888,521,6,1,5.75
889,522,1,1,5.5
890,523,18,1,7.25
891,523,15,1,6.25
892,524,4,1,6.25
893,525,5,2,6.25
894,525,14,2,5.75
895,525,20,1,8.0
896,525,4,2,6.25
897,526,1,1,5.5
898,527,9,1,5.25
899,527,19,1,7.0
900,528,10,1,5.5
901,528,3,1,5.75
902,529,2,1,6.0
903,530,18,1,6.5
904,531,13,1,6.0
905,532,7,1,5.5
906,533,20,1,7.5
907,534,13,1,6.0
908,535,1,1,5.5
909,535,14,2,5.75
910,536,1,1,5.5
911,536,5,1,6.0
912,536,17,1,6.5
913,537,10,1,5.5
914,537,6,1,5.75
915,537,20,1,7.5
916,537,16,1,6.0
917,538,6,1,5.75
918,538,13,1,6.75
919,538,3,2,6.25
920,539,9,1,5.25
921,540,15,1,6.25
922,541,2,1,6.0
923,542,9,1,5.25
924,542,1,1,5.5
925,543,14,1,5.75
926,543,17,1,6.5
927,543,18,1,6.5
928,544,13,1,6.5
929,544,5,1,5.5
930,545,10,2,6.25
931,546,18,1,6.5
932,546,1,1,5.5
933,546,13,1,6.0
934,547,14,1,5.75
935,547,12,1,4.75
936,547,11,1,5.0
937,548,13,1,6.5
938,548,6,1,5.75
939,549,2,1,6.0
940,549,17,1,6.5
941,550,4,1,6.25
942,551,14,1,5.75
943,552,9,1,5.75
944,553,17,1,6.5
945,553,2,1,6.0
946,553,8,1,5.25
947,554,2,1,6.0
948,555,8,1,5.25
949,555,17,1,6.5
950,556,16,1,6.0
951,556,2,1,6.0
952,556,18,1,7.25
953,557,18,1,6.5
954,558,6,1,5.75
955,558,9,1,5.25
956,559,1,1,5.5
957,559,10,1,5.5
958,560,15,1,6.25
959,561,13,1,6.0
960,562,9,1,5.25
961,562,18,1,7.0
962,563,14,1,5.75
963,563,2,1,6.5
964,563,8,1,5.25
965,563,7,1,5.5
966,564,20,2,7.5
967,565,7,1,5.5
968,566,12,1,4.75
969,566,1,1,5.5
970,566,15,2,6.75
971,566,10,2,5.5
972,567,11,1,5.0
973,568,2,1,6.0
974,568,19,1,7.0
975,569,18,1,6.5
976,569,11,1,5.75
977,570,7,1,5.5
978,571,20,1,7.5
979,572,15,1,6.75
980,572,1,1,5.5
981,572,10,1,5.5
982,573,13,1,6.0
983,574,8,1,6.0
984,575,2,1,6.5
985,575,10,1,6.25
986,576,1,1,5.5
987,577,8,1,5.25
988,577,18,1,6.5
989,578,17,1,6.5
990,579,13,1,6.0
991,580,8,1,6.0
992,581,1,1,5.5
993,582,13,1,6.0
994,582,11,1,5.0
995,582,12,1,4.75
996,582,20,1,7.5
997,583,19,1,7.0
998,583,15,1,6.25
999,584,18,1,6.5
1000,585,20,1,7.5
1001,585,16,1,6.0
1002,585,14,1,6.5
1003,586,4,1,6.25
1004,586,6,1,5.75
1005,587,16,2,6.0
1006,588,2,1,6.5
1007,588,7,1,5.5
1008,589,9,1,5.25
1009,590,16,1,6.0
1010,590,6,1,5.75
1011,591,20,1,7.5
1012,592,5,1,5.5
1013,592,19,1,7.75
1014,592,13,2,6.0
1015,593,1,2,5.5
1016,594,15,1,6.25
1017,595,11,1,5.0
1018,595,3,1,5.75
1019,595,13,1,6.0
1020,596,13,1,6.0
1021,597,1,2,5.5
1022,597,19,1,7.0
1023,598,1,1,5.5
1024,598,17,1,6.5
1025,598,5,1,6.25
1026,599,17,1,7.0
1027,599,14,1,5.75
1028,600,17,2,6.5
1029,600,5,2,5.5
1030,600,18,1,6.5
1031,601,10,1,5.5
1032,602,6,1,5.75
1033,603,9,1,5.25
1034,603,17,1,6.5
1035,604,1,1,5.5
1036,604,8,1,5.25
1037,604,15,1,6.25
1038,604,9,1,5.25
1039,605,5,1,6.0
1040,605,1,1,5.5
1041,606,7,1,5.5
1042,606,5,1,5.5
1043,607,11,1,5.0
1044,608,9,1,5.75
1045,609,11,1,5.0
1046,609,15,1,6.25
1047,609,2,1,6.5
1048,610,4,1,6.25
1049,610,12,1,4.75
1050,610,16,1,6.0
1051,611,9,1,6.0
1052,611,7,1,5.5
1053,611,18,1,6.5
1054,612,5,1,5.5
1055,612,7,1,5.5
1056,613,3,1,5.75
1057,614,18,1,6.5
1058,614,17,1,6.5
1059,615,14,1,5.75
1060,616,2,1,6.0
1061,617,11,1,5.0
1062,617,5,1,5.5
1063,618,2,1,6.0
1064,619,12,1,4.75
1065,620,17,1,6.5
1066,621,16,1,6.0
1067,622,11,1,5.0
1068,623,19,2,7.0
1069,624,4,1,6.25
1070,625,19,1,7.0
1071,626,16,1,6.75
1072,627,11,1,5.0
1073,628,13,1,6.0
1074,629,9,1,5.25
1075,629,8,1,5.25
1076,629,16,1,6.5
1077,630,4,1,6.25
1078,631,17,1,6.5
1079,631,6,1,6.5
1080,632,5,1,5.5
1081,632,7,1,5.5
1082,633,13,2,6.0
1083,633,17,1,6.5
1084,633,8,1,5.25
1085,634,8,1,5.25
1086,635,7,1,5.5
1087,636,3,1,5.75
1088,637,9,1,5.25
1089,638,16,1,6.0
1090,638,7,1,5.5
1091,638,9,1,5.25
1092,639,20,1,7.5
1093,639,18,1,6.5
1094,640,16,1,6.0
1095,641,3,1,5.75
1096,641,16,1,6.0
1097,641,8,1,5.25
1098,642,11,2,5.0
1099,643,18,1,6.5
1100,643,4,2,6.25
1101,643,14,1,5.75
1102,643,17,1,6.5
1103,644,8,1,5.25
1104,645,16,1,6.5
1105,645,20,1,7.5
1106,645,9,2,5.25
1107,646,15,1,6.25
1108,647,18,1,7.0
1109,647,2,1,6.0
1110,647,15,1,6.25
1111,648,9,1,5.25
1112,648,6,1,6.25
1113,648,5,1,5.5
1114,649,20,1,7.5
1115,649,18,1,6.5
1116,649,11,1,5.0
1117,650,7,1,5.5
1118,650,17,1,6.5
1119,650,10,2,5.5
1120,650,4,2,6.25
1121,651,6,1,5.75
1122,652,20,1,7.5
1123,652,12,2,5.25
1124,653,5,1,6.25
1125,653,1,2,5.5
1126,654,4,1,6.25
1127,655,7,1,5.5
1128,655,15,1,6.25
1129,655,13,1,6.0
1130,656,11,1,5.5
1131,657,13,1,6.0
1132,658,16,1,6.0
1133,659,4,1,6.75
1134,659,13,1,6.0
1135,660,9,1,5.25
1136,660,2,1,6.0
1137,660,3,1,5.75
1138,661,15,1,6.25
1139,662,13,1,6.0
1140,663,6,1,5.75
1141,663,12,1,4.75
1142,664,14,1,5.75
1143,664,1,1,5.5
1144,664,7,1,5.5
1145,665,19,1,7.0
1146,665,15,1,6.25
1147,666,1,1,5.5
1148,667,4,1,6.25
1149,668,3,1,6.25
