order_id,employee_id,order_time,status,subtotal
57,2,2025-02-17 12:58:17,completed,5.25
58,3,2025-02-17 12:50:32,completed,5.75
59,4,2025-02-17 12:51:50,completed,6.0
60,2,2025-02-17 13:43:37,completed,5.75
61,5,2025-02-17 13:15:32,completed,5.75
62,3,2025-02-17 13:03:55,completed,12.5
63,5,2025-02-17 13:24:15,completed,12.5
64,4,2025-02-17 13:25:52,completed,13.0
65,3,2025-02-17 13:55:02,completed,7.0
66,4,2025-02-17 13:34:08,completed,7.5
67,5,2025-02-17 13:13:45,completed,5.5
68,3,2025-02-17 13:37:44,completed,33.75
69,2,2025-02-17 13:45:57,completed,5.5
70,2,2025-02-17 13:14:02,completed,6.0
71,5,2025-02-17 13:24:29,completed,13.0
72,2,2025-02-17 13:59:34,completed,16.75
73,5,2025-02-17 13:58:17,completed,5.75
74,3,2025-02-17 13:41:46,completed,12.0
75,5,2025-02-17 13:19:31,completed,12.25
76,3,2025-02-17 13:46:04,completed,11.75
77,5,2025-02-17 13:53:45,completed,6.0
78,2,2025-02-17 13:01:44,completed,20.0
79,2,2025-02-17 13:37:01,completed,25.75
80,5,2025-02-17 13:32:20,completed,22.5
81,5,2025-02-17 14:06:47,completed,6.25
82,4,2025-02-17 14:33:23,completed,7.0
83,5,2025-02-17 14:45:33,completed,6.25
84,3,2025-02-17 14:08:54,completed,5.25
85,3,2025-02-17 14:30:46,completed,6.5
86,3,2025-02-17 14:30:25,completed,19.75
87,2,2025-02-17 14:36:19,completed,18.0
88,4,2025-02-17 14:07:45,completed,13.5
89,2,2025-02-17 14:11:00,completed,5.5
90,5,2025-02-17 14:36:40,completed,13.0
91,4,2025-02-17 14:01:19,completed,12.75
92,5,2025-02-17 14:48:23,completed,5.75
93,2,2025-02-17 14:30:58,completed,34.5
94,3,2025-02-17 14:31:27,completed,25.5
95,4,2025-02-17 14:26:10,completed,12.5
96,5,2025-02-17 14:33:04,completed,6.5
97,5,2025-02-17 14:50:17,completed,5.75
98,3,2025-02-17 15:06:26,completed,16.75
99,3,2025-02-17 15:27:41,completed,11.0
100,2,2025-02-17 15:34:50,completed,5.0
101,4,2025-02-17 15:45:56,completed,7.0
102,4,2025-02-17 15:52:48,completed,23.25
103,2,2025-02-17 15:32:47,completed,16.25
104,2,2025-02-17 15:05:00,completed,5.5
105,5,2025-02-17 15:19:43,completed,5.5
106,5,2025-02-17 15:46:38,completed,5.75
107,3,2025-02-17 15:00:02,completed,12.0
108,2,2025-02-17 15:15:09,completed,13.0
109,4,2025-02-17 15:08:29,completed,5.25
110,5,2025-02-17 15:02:23,completed,13.25
111,2,2025-02-17 15:26:16,completed,22.25
112,3,2025-02-17 15:46:09,completed,18.75
113,3,2025-02-17 16:43:34,completed,10.5
114,3,2025-02-17 16:12:24,completed,7.0
115,4,2025-02-17 16:44:09,completed,7.25
116,2,2025-02-17 16:10:56,completed,17.75
117,3,2025-02-17 16:18:37,completed,5.75
118,2,2025-02-17 16:21:15,completed,13.75
119,5,2025-02-17 16:53:04,completed,23.25
120,5,2025-02-17 16:49:40,completed,10.25
121,5,2025-02-17 16:24:10,completed,16.25
122,5,2025-02-17 16:50:59,completed,29.0
123,2,2025-02-17 16:13:08,completed,19.0
124,4,2025-02-17 16:02:37,completed,10.25
125,5,2025-02-17 16:44:01,completed,12.0
126,2,2025-02-17 16:06:10,completed,6.25
127,5,2025-02-17 17:55:33,completed,19.75
128,5,2025-02-17 17:17:16,completed,5.5
129,2,2025-02-17 17:01:05,completed,6.75
130,2,2025-02-17 17:17:11,completed,6.25
131,4,2025-02-17 17:56:09,completed,6.25
132,4,2025-02-17 17:39:25,completed,18.5
133,2,2025-02-17 17:21:43,completed,10.5
134,5,2025-02-17 17:01:27,completed,6.25
135,2,2025-02-17 17:10:21,completed,12.5
136,4,2025-02-17 17:32:17,completed,11.5
137,4,2025-02-17 17:12:36,completed,13.0
138,2,2025-02-17 17:54:34,completed,12.0
139,2,2025-02-17 17:15:54,completed,5.75
140,5,2025-02-17 17:32:23,completed,10.5
141,5,2025-02-17 17:34:50,completed,5.0
142,3,2025-02-17 17:41:30,completed,11.5
143,3,2025-02-17 17:36:14,completed,6.5
144,4,2025-02-17 17:36:34,completed,5.5
145,4,2025-02-17 18:03:22,completed,6.0
146,5,2025-02-17 18:35:18,completed,24.0
147,5,2025-02-17 18:59:21,completed,4.75
148,5,2025-02-17 18:31:25,completed,5.0
149,4,2025-02-17 18:28:45,completed,12.0
150,2,2025-02-17 18:12:03,completed,10.75
151,3,2025-02-17 18:41:35,completed,5.75
152,2,2025-02-17 18:48:52,completed,17.0
153,4,2025-02-17 18:06:35,completed,13.75
154,4,2025-02-17 18:27:20,completed,7.5
155,2,2025-02-17 18:33:49,completed,5.5
156,5,2025-02-17 18:51:34,completed,4.75
157,3,2025-02-17 18:25:01,completed,5.5
158,3,2025-02-17 18:48:20,completed,5.25
159,2,2025-02-17 18:03:21,completed,23.25
160,4,2025-02-17 18:32:53,completed,17.0
161,3,2025-02-17 18:45:27,completed,17.0
162,4,2025-02-17 18:14:22,completed,23.25
163,3,2025-02-17 18:34:32,completed,18.5
164,5,2025-02-17 18:34:01,completed,7.0
165,3,2025-02-17 18:30:20,completed,12.5
166,5,2025-02-17 18:27:10,completed,25.5
167,5,2025-02-17 18:05:25,completed,6.25
168,3,2025-02-17 18:31:25,completed,11.0
169,4,2025-02-17 18:59:05,completed,11.0
170,3,2025-02-17 19:35:03,completed,5.75
171,2,2025-02-17 19:41:58,completed,6.25
172,3,2025-02-17 19:28:57,completed,18.25
173,4,2025-02-17 19:43:29,completed,11.5
174,4,2025-02-17 19:23:53,completed,5.25
175,2,2025-02-17 19:04:10,completed,5.75
176,2,2025-02-17 19:26:42,completed,6.25
177,3,2025-02-17 19:15:58,completed,11.5
178,2,2025-02-17 19:23:03,completed,5.5
179,2,2025-02-17 19:26:30,completed,6.25
180,4,2025-02-17 19:02:35,completed,12.75
181,3,2025-02-17 19:20:30,completed,19.25
182,2,2025-02-17 19:35:56,completed,11.25
183,2,2025-02-17 19:06:19,completed,5.5
184,5,2025-02-17 19:50:54,completed,14.0
185,3,2025-02-17 19:18:47,completed,5.75
186,3,2025-02-17 19:03:57,completed,6.25
187,3,2025-02-17 19:28:11,completed,6.75
188,3,2025-02-17 19:28:10,completed,5.75
189,5,2025-02-17 19:31:34,completed,12.0
190,5,2025-02-17 20:55:11,completed,5.75
191,5,2025-02-17 20:57:20,completed,11.25
192,3,2025-02-17 20:19:41,completed,11.25
193,3,2025-02-17 20:53:29,completed,5.5
194,2,2025-02-17 20:49:24,completed,16.0
195,2,2025-02-17 20:46:09,completed,13.5
196,5,2025-02-17 20:24:57,completed,5.5
197,3,2025-02-17 20:34:42,completed,23.0
198,2,2025-02-17 20:04:03,completed,21.25
199,5,2025-02-17 21:56:44,completed,16.75
200,3,2025-02-17 21:49:06,completed,5.75
201,3,2025-02-17 21:04:28,completed,24.75
202,2,2025-02-18 09:03:36,completed,18.75
203,5,2025-02-18 09:21:28,completed,5.75
204,2,2025-02-18 09:48:02,completed,5.5
205,2,2025-02-18 09:19:32,completed,7.5
206,2,2025-02-18 10:52:44,completed,5.5
207,2,2025-02-18 10:36:46,completed,22.0
208,3,2025-02-18 10:29:19,completed,24.25
209,2,2025-02-18 10:28:55,completed,6.25
210,4,2025-02-18 10:00:51,completed,18.0
211,4,2025-02-18 10:16:23,completed,12.25
212,3,2025-02-18 10:07:19,completed,5.25
213,3,2025-02-18 11:13:35,completed,5.5
214,4,2025-02-18 11:42:02,completed,16.0
215,3,2025-02-18 11:03:06,completed,10.75
216,2,2025-02-18 11:45:40,completed,5.25
217,3,2025-02-18 11:42:41,completed,27.25
218,4,2025-02-18 11:07:41,completed,5.5
219,2,2025-02-18 11:26:09,completed,12.5
220,3,2025-02-18 11:00:57,completed,11.75
221,3,2025-02-18 11:21:08,completed,4.75
222,3,2025-02-18 11:08:18,completed,18.75
223,3,2025-02-18 11:38:57,completed,6.0
224,3,2025-02-18 11:49:31,completed,5.75
225,4,2025-02-18 11:43:36,completed,6.25
226,5,2025-02-18 11:55:35,completed,5.5
227,2,2025-02-18 11:23:25,completed,4.75
228,3,2025-02-18 11:37:52,completed,12.75
229,5,2025-02-18 11:51:49,completed,6.0
230,3,2025-02-18 11:41:27,completed,11.75
231,3,2025-02-18 12:09:10,completed,5.5
232,4,2025-02-18 12:20:42,completed,6.0
233,5,2025-02-18 12:33:07,completed,13.75
234,4,2025-02-18 12:36:06,completed,12.5
235,5,2025-02-18 12:22:24,completed,5.0
236,4,2025-02-18 12:47:35,completed,6.25
237,4,2025-02-18 12:49:41,completed,5.5
238,3,2025-02-18 12:16:30,completed,17.5
239,2,2025-02-18 12:54:36,completed,6.25
240,3,2025-02-18 12:56:02,completed,5.25
241,2,2025-02-18 12:44:07,completed,11.25
242,2,2025-02-18 12:54:36,completed,5.0
243,5,2025-02-18 12:45:25,completed,16.5
244,4,2025-02-18 12:29:46,completed,18.25
245,3,2025-02-18 12:29:14,completed,6.5
246,2,2025-02-18 12:37:41,completed,6.25
247,2,2025-02-18 12:05:33,completed,10.75
248,5,2025-02-18 12:01:06,completed,5.75
249,2,2025-02-18 12:32:36,completed,5.5
250,5,2025-02-18 12:02:03,completed,6.5
251,3,2025-02-18 12:06:40,completed,13.0
252,2,2025-02-18 12:44:24,completed,5.75
253,2,2025-02-18 12:46:08,completed,11.5
254,5,2025-02-18 12:59:02,completed,5.75
255,4,2025-02-18 12:08:06,completed,19.0
256,5,2025-02-18 12:37:31,completed,27.0
257,3,2025-02-18 12:04:11,completed,4.75
258,4,2025-02-18 12:31:10,completed,11.25
259,5,2025-02-18 13:18:17,completed,6.25
260,3,2025-02-18 13:07:45,completed,5.75
261,3,2025-02-18 13:19:02,completed,6.25
262,5,2025-02-18 13:02:31,completed,22.25
263,2,2025-02-18 13:47:30,completed,5.5
264,2,2025-02-18 13:53:42,completed,5.5
265,2,2025-02-18 13:27:00,completed,11.75
266,5,2025-02-18 13:39:24,completed,16.75
267,2,2025-02-18 13:31:13,completed,6.5
268,2,2025-02-18 13:19:00,completed,5.75
269,4,2025-02-18 13:15:51,completed,5.0
270,4,2025-02-18 13:47:18,completed,6.75
271,2,2025-02-18 13:38:34,completed,20.75
272,3,2025-02-18 13:47:46,completed,11.0
273,2,2025-02-18 13:45:22,completed,5.75
274,5,2025-02-18 13:12:49,completed,12.25
275,4,2025-02-18 13:50:58,completed,5.25
276,4,2025-02-18 13:37:04,completed,5.5
277,2,2025-02-18 13:22:15,completed,5.25
278,5,2025-02-18 13:44:33,completed,23.5
279,2,2025-02-18 13:43:17,completed,11.25
280,5,2025-02-18 14:01:49,completed,6.5
281,5,2025-02-18 14:54:12,completed,6.25
282,3,2025-02-18 14:13:45,completed,24.25
283,2,2025-02-18 14:18:39,completed,11.5
284,3,2025-02-18 14:39:11,completed,5.5
285,5,2025-02-18 14:21:07,completed,5.5
286,3,2025-02-18 14:16:31,completed,11.75
287,3,2025-02-18 14:17:56,completed,12.0
288,3,2025-02-18 14:36:30,completed,6.25
289,2,2025-02-18 14:12:32,completed,30.75
290,3,2025-02-18 14:27:02,completed,5.75
291,5,2025-02-18 14:24:26,completed,6.0
292,4,2025-02-18 14:57:04,completed,6.5
293,5,2025-02-18 14:04:39,completed,11.5
294,3,2025-02-18 14:04:14,completed,12.0
295,5,2025-02-18 14:13:43,completed,5.75
296,5,2025-02-18 15:26:06,completed,5.75
297,4,2025-02-18 15:56:29,completed,7.5
298,4,2025-02-18 15:01:20,completed,5.0
299,3,2025-02-18 15:46:54,completed,6.25
300,5,2025-02-18 15:18:01,completed,5.5
301,3,2025-02-18 15:53:46,completed,5.5
302,4,2025-02-18 15:30:46,completed,6.0
303,3,2025-02-18 15:26:28,completed,17.0
304,2,2025-02-18 15:14:46,completed,6.5
305,3,2025-02-18 15:43:35,completed,12.25
306,3,2025-02-18 15:10:56,completed,6.5
307,4,2025-02-18 15:16:13,completed,10.0
308,4,2025-02-18 15:26:02,completed,16.5
309,3,2025-02-18 15:42:49,completed,20.0
310,3,2025-02-18 15:13:30,completed,12.5
311,5,2025-02-18 15:25:46,completed,18.25
312,5,2025-02-18 16:41:17,completed,16.5
313,5,2025-02-18 16:06:15,completed,5.25
314,4,2025-02-18 16:56:50,completed,11.25
315,5,2025-02-18 16:38:42,completed,5.75
316,2,2025-02-18 16:36:33,completed,17.25
317,4,2025-02-18 16:36:06,completed,18.5
318,4,2025-02-18 16:26:17,completed,6.25
319,3,2025-02-18 16:14:28,completed,17.0
320,4,2025-02-18 16:15:41,completed,6.5
321,3,2025-02-18 16:41:17,completed,12.5
322,4,2025-02-18 16:22:27,completed,5.5
323,4,2025-02-18 16:47:21,completed,5.0
324,3,2025-02-18 16:37:48,completed,5.5
325,2,2025-02-18 16:51:51,completed,10.5
326,3,2025-02-18 16:16:30,completed,18.0
327,2,2025-02-18 17:36:01,completed,5.5
328,3,2025-02-18 17:09:22,completed,19.25
329,3,2025-02-18 17:49:44,completed,8.0
330,4,2025-02-18 17:28:01,completed,11.75
331,2,2025-02-18 17:27:38,completed,23.5
332,2,2025-02-18 17:10:52,completed,19.5
333,2,2025-02-18 17:17:57,completed,14.5
334,4,2025-02-18 17:42:30,completed,24.75
335,3,2025-02-18 17:18:25,completed,6.0
336,2,2025-02-18 17:55:06,completed,6.25
337,3,2025-02-18 17:58:21,completed,6.25
338,2,2025-02-18 17:17:16,completed,19.25
339,5,2025-02-18 17:45:31,completed,5.25
340,2,2025-02-18 17:34:37,completed,10.5
341,5,2025-02-18 17:42:28,completed,5.5
342,5,2025-02-18 17:12:16,completed,12.0
343,2,2025-02-18 17:14:11,completed,4.75
344,3,2025-02-18 17:58:02,completed,18.0
345,3,2025-02-18 17:26:18,completed,5.5
346,5,2025-02-18 17:41:08,completed,18.75
347,4,2025-02-18 17:59:29,completed,16.5
348,5,2025-02-18 17:29:43,completed,16.75
349,3,2025-02-18 17:47:37,completed,6.0
350,4,2025-02-18 18:29:33,completed,5.5
351,3,2025-02-18 18:41:33,completed,11.5
352,3,2025-02-18 18:29:16,completed,13.5
353,2,2025-02-18 18:27:19,completed,5.5
354,3,2025-02-18 18:45:56,completed,5.5
355,2,2025-02-18 18:55:39,completed,6.75
356,3,2025-02-18 18:22:34,completed,15.0
357,4,2025-02-18 18:06:55,completed,25.25
358,2,2025-02-18 18:47:47,completed,5.75
359,4,2025-02-18 18:16:37,completed,12.25
360,2,2025-02-18 18:12:54,completed,7.0
361,3,2025-02-18 18:16:37,completed,6.0
362,3,2025-02-18 18:26:35,completed,11.25
363,4,2025-02-18 18:15:55,completed,11.0
364,2,2025-02-18 18:29:04,completed,6.25
365,2,2025-02-18 18:16:25,completed,14.0
366,5,2025-02-18 18:04:15,completed,8.0
367,3,2025-02-18 18:39:29,completed,5.0
368,5,2025-02-18 18:49:21,completed,11.0
369,5,2025-02-18 18:33:25,completed,5.75
370,5,2025-02-18 18:51:17,completed,5.25
371,3,2025-02-18 18:54:59,completed,7.5
372,2,2025-02-18 18:57:55,completed,13.5
373,2,2025-02-18 18:29:06,completed,12.25
374,2,2025-02-18 18:04:49,completed,12.0
375,4,2025-02-18 19:46:03,completed,7.5
376,2,2025-02-18 19:12:49,completed,5.75
377,2,2025-02-18 19:25:38,completed,5.75
378,4,2025-02-18 19:53:37,completed,5.25
379,4,2025-02-18 19:49:04,completed,15.5
380,4,2025-02-18 19:40:17,completed,5.75
381,3,2025-02-18 19:24:13,completed,5.75
382,2,2025-02-18 19:32:03,completed,5.75
383,2,2025-02-18 19:41:17,completed,12.25
384,5,2025-02-18 19:13:43,completed,5.75
385,4,2025-02-18 19:41:28,completed,19.75
386,4,2025-02-18 19:38:09,completed,11.25
387,4,2025-02-18 19:30:33,completed,12.5
388,4,2025-02-18 19:38:48,completed,7.25
389,2,2025-02-18 19:10:42,completed,10.5
390,4,2025-02-18 19:40:29,completed,29.5
391,3,2025-02-18 19:08:49,completed,11.5
392,2,2025-02-18 19:09:04,completed,6.5
393,5,2025-02-18 20:11:15,completed,5.5
394,4,2025-02-18 20:34:53,completed,20.25
395,3,2025-02-18 20:21:36,completed,5.75
396,2,2025-02-18 20:49:01,completed,5.5
397,4,2025-02-18 20:02:02,completed,17.75
398,3,2025-02-18 20:30:44,completed,6.0
399,3,2025-02-18 20:42:43,completed,16.75
400,2,2025-02-18 20:33:55,completed,4.75
401,2,2025-02-18 20:46:59,completed,17.0
402,3,2025-02-18 21:54:26,completed,24.75
403,4,2025-02-18 21:13:13,completed,10.25
404,3,2025-02-18 21:32:09,completed,7.0
405,3,2025-02-18 21:45:14,completed,12.75
406,2,2025-02-19 09:17:25,completed,5.5
407,4,2025-02-19 09:21:50,completed,21.25
408,3,2025-02-19 09:15:01,completed,6.25
409,4,2025-02-19 09:27:05,completed,24.75
410,5,2025-02-19 10:52:02,completed,10.5
411,4,2025-02-19 10:56:17,completed,10.5
412,5,2025-02-19 10:58:54,completed,6.0
413,5,2025-02-19 10:14:52,completed,14.0
414,4,2025-02-19 10:30:46,completed,11.5
415,4,2025-02-19 10:10:31,completed,11.25
416,5,2025-02-19 10:17:55,completed,17.0
417,3,2025-02-19 10:35:58,completed,23.75
418,4,2025-02-19 10:47:28,completed,17.75
419,4,2025-02-19 11:07:40,completed,18.25
420,3,2025-02-19 11:18:16,completed,5.5
421,2,2025-02-19 11:22:18,completed,11.25
422,4,2025-02-19 11:39:40,completed,18.25
423,3,2025-02-19 11:22:38,completed,23.25
424,3,2025-02-19 11:06:33,completed,5.25
425,5,2025-02-19 11:37:59,completed,19.75
426,3,2025-02-19 11:28:27,completed,6.0
427,2,2025-02-19 11:19:27,completed,5.75
428,5,2025-02-19 11:08:16,completed,5.75
429,4,2025-02-19 11:26:16,completed,16.0
430,3,2025-02-19 11:51:51,completed,7.5
431,4,2025-02-19 11:03:40,completed,11.75
432,2,2025-02-19 11:05:38,completed,11.0
433,5,2025-02-19 11:38:05,completed,11.75
434,3,2025-02-19 11:43:28,completed,10.5
435,5,2025-02-19 11:31:50,completed,5.75
436,4,2025-02-19 11:27:51,completed,29.75
437,4,2025-02-19 11:05:55,completed,18.0
438,3,2025-02-19 12:17:19,completed,7.5
439,5,2025-02-19 12:49:20,completed,10.25
440,5,2025-02-19 12:17:55,completed,12.25
441,4,2025-02-19 12:02:42,completed,22.5
442,4,2025-02-19 12:23:10,completed,5.75
443,3,2025-02-19 12:40:07,completed,11.5
444,5,2025-02-19 12:14:33,completed,23.5
445,2,2025-02-19 12:31:42,completed,13.0
446,2,2025-02-19 12:49:58,completed,11.75
447,5,2025-02-19 12:26:15,completed,12.0
448,2,2025-02-19 12:57:54,completed,16.75
449,5,2025-02-19 12:19:35,completed,5.5
450,5,2025-02-19 12:25:48,completed,22.25
451,2,2025-02-19 12:56:30,completed,6.0
452,3,2025-02-19 12:44:57,completed,5.0
453,3,2025-02-19 12:35:07,completed,11.5
454,2,2025-02-19 12:33:44,completed,4.75
455,2,2025-02-19 12:25:23,completed,17.75
456,3,2025-02-19 12:29:29,completed,7.5
457,4,2025-02-19 12:45:53,completed,11.0
458,5,2025-02-19 12:11:19,completed,12.5
459,4,2025-02-19 12:50:28,completed,28.25
460,3,2025-02-19 12:13:23,completed,12.25
461,5,2025-02-19 13:10:20,completed,24.0
462,3,2025-02-19 13:10:40,completed,6.5
463,3,2025-02-19 13:02:10,completed,10.75
464,5,2025-02-19 13:07:10,completed,6.5
465,2,2025-02-19 13:22:39,completed,12.0
466,3,2025-02-19 13:05:33,completed,5.25
467,5,2025-02-19 13:50:39,completed,6.25
468,2,2025-02-19 13:02:51,completed,5.5
469,5,2025-02-19 13:55:31,completed,5.25
470,2,2025-02-19 13:57:55,completed,5.0
471,3,2025-02-19 13:56:53,completed,10.75
472,4,2025-02-19 13:57:53,completed,11.5
473,3,2025-02-19 13:26:14,completed,5.5
474,3,2025-02-19 13:13:28,completed,6.25
475,3,2025-02-19 13:53:37,completed,5.25
476,3,2025-02-19 13:51:24,completed,6.0
477,5,2025-02-19 13:57:31,completed,6.25
478,2,2025-02-19 13:35:18,completed,16.75
479,4,2025-02-19 13:18:32,completed,20.5
480,4,2025-02-19 13:27:46,completed,17.0
481,4,2025-02-19 13:03:00,completed,16.75
482,5,2025-02-19 13:26:44,completed,5.75
483,5,2025-02-19 13:44:47,completed,11.5
484,3,2025-02-19 14:05:01,completed,6.0
485,2,2025-02-19 14:00:48,completed,5.5
486,2,2025-02-19 14:39:40,completed,20.0
487,4,2025-02-19 14:51:26,completed,6.5
488,4,2025-02-19 14:35:22,completed,5.0
489,5,2025-02-19 14:00:59,completed,23.25
490,2,2025-02-19 14:20:14,completed,11.5
491,5,2025-02-19 14:15:58,completed,7.0
492,2,2025-02-19 14:19:28,completed,20.0
493,3,2025-02-19 14:21:38,completed,7.5
494,4,2025-02-19 14:47:24,completed,6.5
495,2,2025-02-19 14:52:19,completed,10.75
496,4,2025-02-19 14:21:12,completed,5.75
497,3,2025-02-19 14:45:21,completed,6.0
498,3,2025-02-19 14:38:19,completed,5.5
499,4,2025-02-19 14:55:57,completed,29.25
500,3,2025-02-19 14:48:05,completed,5.25
501,2,2025-02-19 15:45:46,completed,6.0
502,4,2025-02-19 15:16:35,completed,13.0
503,3,2025-02-19 15:50:21,completed,10.75
504,2,2025-02-19 15:54:11,completed,5.25
505,3,2025-02-19 15:30:47,completed,7.5
506,2,2025-02-19 15:30:31,completed,6.5
507,2,2025-02-19 15:59:24,completed,12.25
508,3,2025-02-19 15:53:39,completed,6.75
509,2,2025-02-19 15:39:27,completed,5.75
510,5,2025-02-19 15:40:15,completed,6.5
511,4,2025-02-19 15:47:35,completed,18.5
512,2,2025-02-19 15:19:36,completed,22.25
513,5,2025-02-19 15:59:27,completed,23.5
514,3,2025-02-19 15:54:22,completed,20.25
515,5,2025-02-19 15:47:19,completed,11.5
516,2,2025-02-19 16:02:52,completed,18.25
517,3,2025-02-19 16:03:05,completed,6.25
518,4,2025-02-19 16:32:42,completed,6.0
519,2,2025-02-19 16:28:59,completed,11.5
520,2,2025-02-19 16:34:02,completed,17.75
521,4,2025-02-19 16:09:07,completed,19.0
522,4,2025-02-19 16:11:54,completed,5.5
523,3,2025-02-19 16:20:53,completed,13.5
524,4,2025-02-19 16:29:03,completed,6.25
525,3,2025-02-19 16:35:50,completed,44.5
526,4,2025-02-19 16:38:57,completed,5.5
527,4,2025-02-19 16:18:26,completed,12.25
528,3,2025-02-19 16:38:01,completed,11.25
529,2,2025-02-19 16:28:27,completed,6.0
530,5,2025-02-19 16:01:39,completed,6.5
531,4,2025-02-19 16:09:56,completed,6.0
532,5,2025-02-19 17:27:28,completed,5.5
533,2,2025-02-19 17:20:28,completed,7.5
534,5,2025-02-19 17:23:02,completed,6.0
535,2,2025-02-19 17:51:31,completed,17.0
536,4,2025-02-19 17:19:42,completed,18.0
537,4,2025-02-19 17:57:07,completed,24.75
538,4,2025-02-19 17:46:23,completed,25.0
539,2,2025-02-19 17:59:52,completed,5.25
540,5,2025-02-19 17:18:29,completed,6.25
541,5,2025-02-19 17:13:10,completed,6.0
542,4,2025-02-19 17:59:34,completed,10.75
543,5,2025-02-19 17:03:36,completed,18.75
544,5,2025-02-19 17:49:31,completed,12.0
545,3,2025-02-19 17:50:19,completed,12.5
546,3,2025-02-19 17:45:29,completed,18.0
547,4,2025-02-19 17:03:46,completed,15.5
548,2,2025-02-19 17:34:43,completed,12.25
549,2,2025-02-19 17:15:22,completed,12.5
550,2,2025-02-19 17:03:36,completed,6.25
551,2,2025-02-19 17:03:43,completed,5.75
552,2,2025-02-19 17:40:10,completed,5.75
553,5,2025-02-19 17:15:35,completed,17.75
554,3,2025-02-19 18:31:04,completed,6.0
555,4,2025-02-19 18:35:00,completed,11.75
556,2,2025-02-19 18:20:52,completed,19.25
557,4,2025-02-19 18:14:43,completed,6.5
558,4,2025-02-19 18:46:31,completed,11.0
559,3,2025-02-19 18:33:55,completed,11.0
560,3,2025-02-19 18:53:01,completed,6.25
561,5,2025-02-19 18:56:43,completed,6.0
562,5,2025-02-19 18:03:57,completed,12.25
563,2,2025-02-19 18:26:36,completed,23.0
564,2,2025-02-19 18:29:10,completed,15.0
565,2,2025-02-19 18:21:07,completed,5.5
566,4,2025-02-19 18:14:51,completed,34.75
567,4,2025-02-19 18:01:01,completed,5.0
568,5,2025-02-19 18:39:48,completed,13.0
569,3,2025-02-19 18:12:00,completed,12.25
570,3,2025-02-19 18:36:23,completed,5.5
571,2,2025-02-19 18:56:43,completed,7.5
572,2,2025-02-19 18:31:36,completed,17.75
573,4,2025-02-19 18:57:13,completed,6.0
574,5,2025-02-19 18:53:01,completed,6.0
575,5,2025-02-19 18:11:27,completed,12.75
576,3,2025-02-19 18:59:10,completed,5.5
577,5,2025-02-19 18:42:01,completed,11.75
578,5,2025-02-19 18:11:31,completed,6.5
579,3,2025-02-19 18:05:02,completed,6.0
580,4,2025-02-19 18:35:19,completed,6.0
581,3,2025-02-19 18:01:29,completed,5.5
